paragraph_id,anchor_text,link_type
money-heist_paragraph_0000018,Pablo Ruiz,internal
money-heist_paragraph_0000018,Arturo Román,internal
money-heist_paragraph_0000019,Sonsoles Alvarez,internal
money-heist_paragraph_0000019,Ariadna Cascales,internal
money-heist_paragraph_0000019,Mónica Gaztambide,internal
money-heist_paragraph_0000019,Alison Parker,internal
money-heist_paragraph_0000019,Berlin,internal
money-heist_paragraph_0000032,Ángel,internal
money-heist_paragraph_0000032,Ángel,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,1,internal
money-heist_paragraph_0000001,Episode 5 (Part 1),internal
money-heist_paragraph_0000001,Episode 9 (Part 2),internal
money-heist_paragraph_0000002,Suárez,internal
money-heist_paragraph_0000002,Royal Mint of Spain Heist,internal
money-heist_paragraph_0000003,Royal Mint of Spain,internal
money-heist_paragraph_0000003,Ángel,internal
money-heist_paragraph_0000003,Suárez,internal
money-heist_paragraph_0000004,the Professor,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Salvador Dalí,external
money-heist_paragraph_0000002,Royal Mint of Spain Heist,internal
money-heist_paragraph_0000002,Bank of Spain Heist,internal
money-heist_paragraph_0000003,Salvador Dalí,external
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,1,internal
money-heist_paragraph_0000001,2,internal
money-heist_paragraph_0000001,Episode 7 (Part 1),internal
money-heist_paragraph_0000001,Episode 5 (Part 2),internal
money-heist_paragraph_0000002,Alberto Vicuña,internal
money-heist_paragraph_0000002,Royal Mint of Spain Heist,internal
money-heist_paragraph_0000002,the Professor,internal
money-heist_paragraph_0000002,Nikolai Dimitrievich,internal
money-heist_paragraph_0000003,Ángel Rubio,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,The Professor,internal
money-heist_paragraph_0000001,Berlin,internal
money-heist_paragraph_0000001,The Professor,internal
money-heist_paragraph_0000001,Nairobi,internal
money-heist_paragraph_0000001,Palermo,internal
money-heist_paragraph_0000001,Tokyo,internal
money-heist_paragraph_0000001,Berlin,internal
money-heist_paragraph_0000001,The Professor,internal
money-heist_paragraph_0000001,Nairobi,internal
money-heist_paragraph_0000001,Rio,internal
money-heist_paragraph_0000001,Denver,internal
money-heist_paragraph_0000001,Moscow,internal
money-heist_paragraph_0000001,Helsinki,internal
money-heist_paragraph_0000001,Oslo,internal
money-heist_paragraph_0000001,Palermo,internal
money-heist_paragraph_0000001,Bogotá,internal
money-heist_paragraph_0000001,Marseille,internal
money-heist_paragraph_0000001,Royal Mint of Spain,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Arturo Román,internal
money-heist_paragraph_0000001,Arturo Román,internal
money-heist_paragraph_0000002,Arturo Román,internal
money-heist_paragraph_0000002,Mónica Gaztambide,internal
money-heist_paragraph_0000002,[1],other
money-heist_paragraph_0000003,[2],other
money-heist_paragraph_0000004,Bank of Spain Heist,internal
money-heist_paragraph_0000004,[3],other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,[1],other
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,[2],other
money-heist_paragraph_0000001,[3],other
money-heist_paragraph_0000002,[4],other
money-heist_paragraph_0000005,[5],other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Royal Mint of Spain Heist,internal
money-heist_paragraph_0000002,Raquel Murillo,internal
money-heist_paragraph_0000002,Royal Mint of Spain Heist,internal
money-heist_paragraph_0000002,[1],other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Bank of Spain,internal
money-heist_paragraph_0000001,The Professor,internal
money-heist_paragraph_0000001,Nairobi,internal
money-heist_paragraph_0000001,Tokyo,internal
money-heist_paragraph_0000001,Gandía,internal
money-heist_paragraph_0000001,We're Back,internal
money-heist_paragraph_0000001,A Family Tradition,internal
money-heist_paragraph_0000002,Rio,internal
money-heist_paragraph_0000002,Tokyo,internal
money-heist_paragraph_0000002,Professor,internal
money-heist_paragraph_0000002,Royal Mint of Spain,internal
money-heist_paragraph_0000002,Lisbon,internal
money-heist_paragraph_0000002,Stockholm,internal
money-heist_paragraph_0000002,Bank of Spain,internal
money-heist_paragraph_0000002,Berlin,internal
money-heist_paragraph_0000004,[1],other
money-heist_paragraph_0000004,[2],other
money-heist_paragraph_0000008,Sagasta,internal
money-heist_paragraph_0000008,Arantxa Arteche,internal
money-heist_paragraph_0000008,Ramiro Vázquez,internal
money-heist_paragraph_0000008,César Gandía,internal
money-heist_paragraph_0000008,Mateo Canalejas,internal
money-heist_paragraph_0000008,Salvador Torrecilla,internal
money-heist_paragraph_0000008,Lucas Hernando,internal
money-heist_paragraph_0000008,Isaac Cobo,internal
money-heist_paragraph_0000009,Mateo Canalejas,internal
money-heist_paragraph_0000009,Ramiro Vázquez,internal
money-heist_paragraph_0000010,Luis Tamayo,internal
money-heist_paragraph_0000011,Berlin,internal
money-heist_paragraph_0000013,Ramiro Vázquez,internal
money-heist_paragraph_0000013,Ángel Rubio,internal
money-heist_paragraph_0000014,Ramiro Vázquez,internal
money-heist_paragraph_0000014,Arantxa Arteche,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,1,internal
money-heist_paragraph_0000001,2,internal
money-heist_paragraph_0000001,Episode 2 (Part 1),internal
money-heist_paragraph_0000001,Episode 4 (Part 2),internal
money-heist_paragraph_0000001,Raquel Murillo,internal
money-heist_paragraph_0000002,Royal Mint of Spain Heist,internal
money-heist_paragraph_0000002,[1],other
money-heist_paragraph_0000003,Colonel Prieto,internal
money-heist_paragraph_0000003,[2],other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Spanish,external
money-heist_paragraph_0000001,Oslo,internal
money-heist_paragraph_0000001,Episode 1 (Part 1),internal
money-heist_paragraph_0000001,Episode 1 (Part 2),internal
money-heist_paragraph_0000001,Oslo,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Luis Tamayo,internal
money-heist_paragraph_0000001,Ángel Rubio,internal
money-heist_paragraph_0000001,Alicia Sierra,internal
money-heist_paragraph_0000001,Suárez,internal
money-heist_paragraph_0000001,Benito Antoñanzas,internal
money-heist_paragraph_0000001,3,internal
money-heist_paragraph_0000001,4,internal
money-heist_paragraph_0000001,It's Dolphin Time,internal
money-heist_paragraph_0000001,The Paris Plan,internal
money-heist_paragraph_0000002,Bank of Spain Heist,internal
money-heist_paragraph_0000003,Bank of Spain Heist,internal
money-heist_paragraph_0000003,Alicia Sierra,internal
money-heist_paragraph_0000003,Luis Tamayo,internal
money-heist_paragraph_0000003,Ángel Rubio,internal
money-heist_paragraph_0000003,The Professor,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Madrid,external
money-heist_paragraph_0000001,Spain,external
money-heist_paragraph_0000001,Spanish,external
money-heist_paragraph_0000001,Suárez,internal
money-heist_paragraph_0000001,Suárez,internal
money-heist_paragraph_0000003,talk page,internal
money-heist_paragraph_0000004,https://discord.com/invite/spYckSV,other
money-heist_paragraph_0000016,https://discord.com/terms,other
money-heist_paragraph_0000016,https://discord.com/guidelines,other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Silene Oliveira,internal
money-heist_paragraph_0000001,1,internal
money-heist_paragraph_0000001,Episode 1 (Part 1),internal
money-heist_paragraph_0000001,Episode 1 (Part 1),internal
money-heist_paragraph_0000001,Tokyo,internal
money-heist_paragraph_0000004,Royal Mint of Spain Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Aníbal Cortés,internal
money-heist_paragraph_0000001,Rio's Mother,internal
money-heist_paragraph_0000001,1,internal
money-heist_paragraph_0000001,Episode 5 (Part 1),internal
money-heist_paragraph_0000001,Episode 8 (Part 1),internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,Rio,internal
money-heist_paragraph_0000002,Aníbal Cortés,internal
money-heist_paragraph_0000002,Royal Mint of Spain Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Aníbal Cortés,internal
money-heist_paragraph_0000001,Paco Cortés,internal
money-heist_paragraph_0000001,1,internal
money-heist_paragraph_0000001,Episode 5 (Part 1),internal
money-heist_paragraph_0000001,Episode 8 (Part 1),internal
money-heist_paragraph_0000001,Rio,internal
money-heist_paragraph_0000002,Aníbal Cortés,internal
money-heist_paragraph_0000003,Royal Mint of Spain Heist,internal
money-heist_paragraph_0000003,Paco Cortés,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Oslo,internal
money-heist_paragraph_0000001,Helsinki,internal
money-heist_paragraph_0000001,The Professor,internal
money-heist_paragraph_0000001,Robbers of the Royal Mint of Spain,internal
money-heist_paragraph_0000001,Oslo,internal
money-heist_paragraph_0000003,Oslo,internal
money-heist_paragraph_0000003,Helsinki,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Spanish,external
money-heist_paragraph_0000001,Mariví Fuentes,internal
money-heist_paragraph_0000001,Mariví Fuentes,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,[1],other
money-heist_paragraph_0000001,Spanish,external
money-heist_paragraph_0000001,Pablo Ruiz,internal
money-heist_paragraph_0000001,Pablo Ruiz,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Alfonso Prieto,internal
money-heist_paragraph_0000001,Alfonso Prieto,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Spanish,external
money-heist_paragraph_0000001,Ariadna Cascales,internal
money-heist_paragraph_0000001,Ariadna Cascales,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,Episode 7 (Part 1),internal
money-heist_paragraph_0000001,Episode 7 (Part 1),internal
money-heist_paragraph_0000001,Nikolai Dimitrievich,internal
money-heist_paragraph_0000003,Nikolai Dimitrievich,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Tokyo,internal
money-heist_paragraph_0000001,1,internal
money-heist_paragraph_0000001,5,internal
money-heist_paragraph_0000001,Episode 1 (Part 1),internal
money-heist_paragraph_0000001,Live Many Lives,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,Tokyo,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Luis Tamayo,internal
money-heist_paragraph_0000001,Gandía,internal
money-heist_paragraph_0000001,Salvador Torrecilla,internal
money-heist_paragraph_0000001,Lucas Hernando,internal
money-heist_paragraph_0000001,Isaac Cobo,internal
money-heist_paragraph_0000001,Arantxa Arteche,internal
money-heist_paragraph_0000001,Mateo Canalejas,internal
money-heist_paragraph_0000001,Ramiro Vázquez,internal
money-heist_paragraph_0000001,Tokyo,internal
money-heist_paragraph_0000001,Bogotá,internal
money-heist_paragraph_0000001,Denver,internal
money-heist_paragraph_0000001,Stockholm,internal
money-heist_paragraph_0000001,Rio,internal
money-heist_paragraph_0000001,Helsinki,internal
money-heist_paragraph_0000001,Lisbon,internal
money-heist_paragraph_0000001,Manila,internal
money-heist_paragraph_0000001,Palermo,internal
money-heist_paragraph_0000001,5,internal
money-heist_paragraph_0000001,The End of the Road,internal
money-heist_paragraph_0000001,A Family Tradition,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Luis Tamayo,internal
money-heist_paragraph_0000001,Sagasta,internal
money-heist_paragraph_0000001,Gandía,internal
money-heist_paragraph_0000001,Salvador Torrecilla,internal
money-heist_paragraph_0000001,Lucas Hernando,internal
money-heist_paragraph_0000001,Isaac Cobo,internal
money-heist_paragraph_0000001,Mateo Canalejas,internal
money-heist_paragraph_0000001,Ramiro Vázquez,internal
money-heist_paragraph_0000001,Tokyo,internal
money-heist_paragraph_0000001,Bogotá,internal
money-heist_paragraph_0000001,Denver,internal
money-heist_paragraph_0000001,Stockholm,internal
money-heist_paragraph_0000001,Rio,internal
money-heist_paragraph_0000001,Helsinki,internal
money-heist_paragraph_0000001,Lisbon,internal
money-heist_paragraph_0000001,Manila,internal
money-heist_paragraph_0000001,Palermo,internal
money-heist_paragraph_0000001,Matías Caño,internal
money-heist_paragraph_0000001,5,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000002,[1],other
money-heist_paragraph_0000004,Gandía,internal
money-heist_paragraph_0000004,Sagasta,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Luis Tamayo,internal
money-heist_paragraph_0000001,Sagasta,internal
money-heist_paragraph_0000001,Gandía,internal
money-heist_paragraph_0000001,Salvador Torrecilla,internal
money-heist_paragraph_0000001,Lucas Hernando,internal
money-heist_paragraph_0000001,Isaac Cobo,internal
money-heist_paragraph_0000001,Arantxa Arteche,internal
money-heist_paragraph_0000001,Ramiro Vázquez,internal
money-heist_paragraph_0000001,Tokyo,internal
money-heist_paragraph_0000001,Bogotá,internal
money-heist_paragraph_0000001,Denver,internal
money-heist_paragraph_0000001,Stockholm,internal
money-heist_paragraph_0000001,Rio,internal
money-heist_paragraph_0000001,Helsinki,internal
money-heist_paragraph_0000001,Lisbon,internal
money-heist_paragraph_0000001,Manila,internal
money-heist_paragraph_0000001,Palermo,internal
money-heist_paragraph_0000001,5,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000003,[1],other
money-heist_paragraph_0000004,Bank of Spain Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Luis Tamayo,internal
money-heist_paragraph_0000001,Sagasta,internal
money-heist_paragraph_0000001,Gandía,internal
money-heist_paragraph_0000001,Salvador Torrecilla,internal
money-heist_paragraph_0000001,Lucas Hernando,internal
money-heist_paragraph_0000001,Isaac Cobo,internal
money-heist_paragraph_0000001,Arantxa Arteche,internal
money-heist_paragraph_0000001,Mateo Canalejas,internal
money-heist_paragraph_0000001,Tokyo,internal
money-heist_paragraph_0000001,Bogotá,internal
money-heist_paragraph_0000001,Denver,internal
money-heist_paragraph_0000001,Stockholm,internal
money-heist_paragraph_0000001,Rio,internal
money-heist_paragraph_0000001,Helsinki,internal
money-heist_paragraph_0000001,Lisbon,internal
money-heist_paragraph_0000001,Manila,internal
money-heist_paragraph_0000001,Palermo,internal
money-heist_paragraph_0000001,5,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,5,internal
money-heist_paragraph_0000001,Jesús Colmenar,internal
money-heist_paragraph_0000001,Koldo Serra,internal
money-heist_paragraph_0000001,Javier Gómez Santander,internal
money-heist_paragraph_0000001,Esther Martínez Lobato,internal
money-heist_paragraph_0000001,Javier Gómez Santander,internal
money-heist_paragraph_0000001,Álex Pina,internal
money-heist_paragraph_0000001,Juan Salvador López,internal
money-heist_paragraph_0000001,The Paris Plan,internal
money-heist_paragraph_0000001,Do You Believe in Reincarnation?,internal
money-heist_paragraph_0000001,Part 5,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000003,Professor,internal
money-heist_paragraph_0000004,Berlin,internal
money-heist_paragraph_0000004,Rafael,internal
money-heist_paragraph_0000004,Tatiana,internal
money-heist_paragraph_0000005,Lisbon,internal
money-heist_paragraph_0000006,Palermo,internal
money-heist_paragraph_0000006,Bogota,internal
money-heist_paragraph_0000007,Tamayo,internal
money-heist_paragraph_0000007,Sagasta,internal
money-heist_paragraph_0000007,Angel,internal
money-heist_paragraph_0000007,Suarez,internal
money-heist_paragraph_0000008,Marseille,internal
money-heist_paragraph_0000008,Benjamín,internal
money-heist_paragraph_0000009,Tokyo,internal
money-heist_paragraph_0000009,René,internal
money-heist_paragraph_0000012,Helsinki,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,5,internal
money-heist_paragraph_0000001,Koldo Serra,internal
money-heist_paragraph_0000001,Javier Gómez Santander,internal
money-heist_paragraph_0000001,Esther Martínez Lobato,internal
money-heist_paragraph_0000001,Javier Gómez Santander,internal
money-heist_paragraph_0000001,Álex Pina,internal
money-heist_paragraph_0000001,Juan Salvador López,internal
money-heist_paragraph_0000001,Do You Believe in Reincarnation?,internal
money-heist_paragraph_0000001,Your Place in Heaven,internal
money-heist_paragraph_0000001,Part 5,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,5,internal
money-heist_paragraph_0000001,Álex Rodrigo,internal
money-heist_paragraph_0000001,Jesús Colmenar,internal
money-heist_paragraph_0000001,Javier Gómez Santander,internal
money-heist_paragraph_0000001,Esther Martínez Lobato,internal
money-heist_paragraph_0000001,Javier Gómez Santander,internal
money-heist_paragraph_0000001,Álex Pina,internal
money-heist_paragraph_0000001,Juan Salvador López,internal
money-heist_paragraph_0000001,Welcome to the Spectacle of Life,internal
money-heist_paragraph_0000001,Live Many Lives,internal
money-heist_paragraph_0000001,Part 5,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,5,internal
money-heist_paragraph_0000001,Jesús Colmenar,internal
money-heist_paragraph_0000001,Koldo Serra,internal
money-heist_paragraph_0000001,Javier Gómez Santander,internal
money-heist_paragraph_0000001,Esther Martínez Lobato,internal
money-heist_paragraph_0000001,Javier Gómez Santander,internal
money-heist_paragraph_0000001,Álex Pina,internal
money-heist_paragraph_0000001,Juan Salvador López,internal
money-heist_paragraph_0000001,David Barrocal,internal
money-heist_paragraph_0000001,Esther Martínez Lobato,internal
money-heist_paragraph_0000001,Your Place in Heaven,internal
money-heist_paragraph_0000001,Escape Valve,internal
money-heist_paragraph_0000001,Part 5,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,1,internal
money-heist_paragraph_0000001,Episode 2 (Part 1),internal
money-heist_paragraph_0000001,Episode 8 (Part 1),internal
money-heist_paragraph_0000001,Royal Mint of Spain Heist,internal
money-heist_paragraph_0000002,Royal Mint of Spain Heist,internal
money-heist_paragraph_0000002,[1],other
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000003,[1],other
money-heist_paragraph_0000004,[1],other
money-heist_paragraph_0000005,[1],other
money-heist_paragraph_0000006,[1],other
money-heist_paragraph_0000007,[1],other
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,[1],other
money-heist_paragraph_0000003,[2],other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Berlin,internal
money-heist_paragraph_0000001,The Professor,internal
money-heist_paragraph_0000001,Jesús Marquina,internal
money-heist_paragraph_0000001,Tatiana,internal
money-heist_paragraph_0000001,The Professor,internal
money-heist_paragraph_0000001,5,internal
money-heist_paragraph_0000001,The End of the Road,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000004,The Professor,internal
money-heist_paragraph_0000004,Berlin,internal
money-heist_paragraph_0000001,5,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Logroño,internal
money-heist_paragraph_0000001,Manila,internal
money-heist_paragraph_0000001,The Professor,internal
money-heist_paragraph_0000001,Lisbon,internal
money-heist_paragraph_0000001,Alicia Sierra,internal
money-heist_paragraph_0000001,Jakov,internal
money-heist_paragraph_0000001,Agustin Ramos,internal
money-heist_paragraph_0000001,Denver,internal
money-heist_paragraph_0000001,5,internal
money-heist_paragraph_0000001,Alon Abutbul,external
money-heist_paragraph_0000001,[1],other
money-heist_paragraph_0000001,Strike the Tent,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,Manila,internal
money-heist_paragraph_0000001,Bank of Spain Heist,internal
money-heist_paragraph_0000001,[2],other
money-heist_paragraph_0000003,Bank of Spain Heist,internal
money-heist_paragraph_0000003,Marseille,internal
money-heist_paragraph_0000003,the Professor,internal
money-heist_paragraph_0000004,Manila,internal
money-heist_paragraph_0000006,Marseille,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000003,[1],other
money-heist_paragraph_0000003,the Toledo House,internal
money-heist_paragraph_0000003,Professor,internal
money-heist_paragraph_0000003,Berlin,internal
money-heist_paragraph_0000003,[2],other
money-heist_paragraph_0000003,the First missile,internal
money-heist_paragraph_0000003,Plan Paris,internal
money-heist_paragraph_0000003,Alicia Sierra.,internal
money-heist_paragraph_0000003,Tokyo,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000002,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Money Heist: From Tokyo to Berlin,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,5,internal
money-heist_paragraph_0000001,Koldo Serra,internal
money-heist_paragraph_0000001,Álex Rodrigo,internal
money-heist_paragraph_0000001,Javier Gómez Santander,internal
money-heist_paragraph_0000001,Esther Martínez Lobato,internal
money-heist_paragraph_0000001,Javier Gómez Santander,internal
money-heist_paragraph_0000001,Álex Pina,internal
money-heist_paragraph_0000001,Juan Salvador López,internal
money-heist_paragraph_0000001,David Barrocal,internal
money-heist_paragraph_0000001,Esther Martínez Lobato,internal
money-heist_paragraph_0000001,Live Many Lives,internal
money-heist_paragraph_0000001,Wishful Thinking,internal
money-heist_paragraph_0000001,Part 5,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,5,internal
money-heist_paragraph_0000001,Javier Gómez Santander,internal
money-heist_paragraph_0000001,Esther Martínez Lobato,internal
money-heist_paragraph_0000001,Javier Gómez Santander,internal
money-heist_paragraph_0000001,Álex Pina,internal
money-heist_paragraph_0000001,Juan Salvador López,internal
money-heist_paragraph_0000001,David Barrocal,internal
money-heist_paragraph_0000001,Esther Martínez Lobato,internal
money-heist_paragraph_0000001,Escape Valve,internal
money-heist_paragraph_0000001,The Elegance Theory,internal
money-heist_paragraph_0000001,Part 5,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,5,internal
money-heist_paragraph_0000001,Álex Rodrigo,internal
money-heist_paragraph_0000001,Javier Gómez Santander,internal
money-heist_paragraph_0000001,Esther Martínez Lobato,internal
money-heist_paragraph_0000001,Javier Gómez Santander,internal
money-heist_paragraph_0000001,Álex Pina,internal
money-heist_paragraph_0000001,David Barrocal,internal
money-heist_paragraph_0000001,Esther Martínez Lobato,internal
money-heist_paragraph_0000001,Wishful Thinking,internal
money-heist_paragraph_0000001,Pillow Talk,internal
money-heist_paragraph_0000001,Part 5,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,5,internal
money-heist_paragraph_0000001,Koldo Serra,internal
money-heist_paragraph_0000001,Javier Gómez Santander,internal
money-heist_paragraph_0000001,Esther Martínez Lobato,internal
money-heist_paragraph_0000001,Javier Gómez Santander,internal
money-heist_paragraph_0000001,Álex Pina,internal
money-heist_paragraph_0000001,Juan Salvador López,internal
money-heist_paragraph_0000001,David Barrocal,internal
money-heist_paragraph_0000001,The Elegance Theory,internal
money-heist_paragraph_0000001,A Family Tradition,internal
money-heist_paragraph_0000001,Part 5,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,5,internal
money-heist_paragraph_0000001,Jesús Colmenar,internal
money-heist_paragraph_0000001,Javier Gómez Santander,internal
money-heist_paragraph_0000001,Esther Martínez Lobato,internal
money-heist_paragraph_0000001,Javier Gómez Santander,internal
money-heist_paragraph_0000001,Álex Pina,internal
money-heist_paragraph_0000001,Juan Salvador López,internal
money-heist_paragraph_0000001,David Barrocal,internal
money-heist_paragraph_0000001,Esther Martínez Lobato,internal
money-heist_paragraph_0000001,Pillow Talk,internal
money-heist_paragraph_0000001,Part 5,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Berlin,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,[1],other
money-heist_paragraph_0000002,[2],other
money-heist_paragraph_0000002,[3],other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Alicia Sierra,internal
money-heist_paragraph_0000001,Germán,internal
money-heist_paragraph_0000001,Alicia Sierra,internal
money-heist_paragraph_0000001,Germán,internal
money-heist_paragraph_0000002,Part 5,internal
money-heist_paragraph_0000003,Escape Valve,internal
money-heist_paragraph_0000001,Luis Tamayo,internal
money-heist_paragraph_0000001,Sagasta,internal
money-heist_paragraph_0000001,Gandía,internal
money-heist_paragraph_0000001,Salvador Torrecilla,internal
money-heist_paragraph_0000001,Isaac Cobo,internal
money-heist_paragraph_0000001,Arantxa Arteche,internal
money-heist_paragraph_0000001,Mateo Canalejas,internal
money-heist_paragraph_0000001,Ramiro Vázquez,internal
money-heist_paragraph_0000001,5,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000002,Bank of Spain Heist,internal
money-heist_paragraph_0000003,[1],other
money-heist_paragraph_0000001,5,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000002,Bank of Spain Heist,internal
money-heist_paragraph_0000002,[1],other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Alicia Sierra,internal
money-heist_paragraph_0000001,4,internal
money-heist_paragraph_0000001,The Paris Plan,internal
money-heist_paragraph_0000001,Alicia Sierra,internal
money-heist_paragraph_0000001,The Paris Plan,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Tokyo,internal
money-heist_paragraph_0000001,Rio,internal
money-heist_paragraph_0000001,We're Back,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,Rio,internal
money-heist_paragraph_0000001,Tokyo,internal
money-heist_paragraph_0000001,Royal Mint of Spain Heist,internal
money-heist_paragraph_0000002,Royal Mint of Spain Heist,internal
money-heist_paragraph_0000002,Bank of Spain Heist,internal
money-heist_paragraph_0000001,We're Back,internal
money-heist_paragraph_0000002,Royal Mint of Spain Heist,internal
money-heist_paragraph_0000001,Your Place in Heaven,internal
money-heist_paragraph_0000001,Your Place in Heaven,internal
money-heist_paragraph_0000001,Berlin,internal
money-heist_paragraph_0000001,Tatiana,internal
money-heist_paragraph_0000001,Rafael,internal
money-heist_paragraph_0000002,Your Place in Heaven,internal
money-heist_paragraph_0000002,Berlin,internal
money-heist_paragraph_0000002,Marseille,internal
money-heist_paragraph_0000002,Bogotá,internal
money-heist_paragraph_0000002,Rafael,internal
money-heist_paragraph_0000002,Tatiana,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,South Korean,external
money-heist_paragraph_0000001,The Professor,internal
money-heist_paragraph_0000001,The Professor,internal
money-heist_paragraph_0000001,Money Heist: Korea - Joint Economic Area,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,South Korean,external
money-heist_paragraph_0000001,Seon Woojin (Raquel Murillo),internal
money-heist_paragraph_0000001,Seon Woojin (Raquel Murillo),internal
money-heist_paragraph_0000001,Money Heist: Korea - Joint Economic Area,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,South Korean,external
money-heist_paragraph_0000001,Berlin,internal
money-heist_paragraph_0000001,Berlin,internal
money-heist_paragraph_0000001,Money Heist: Korea - Joint Economic Area,internal
money-heist_paragraph_0000002,[1],other
money-heist_paragraph_0000002,a video message,other
money-heist_paragraph_0000001,South Korean,external
money-heist_paragraph_0000001,Moscow,internal
money-heist_paragraph_0000001,Moscow,internal
