timestamp,domain,retriever,reranker,stage,version,corpus_representation,corpus_granularity,query_context_mode,anchor_preprocessing,n_queries,n_articles,recall_at_1,recall_at_3,recall_at_5,recall_at_10,recall_at_20,recall_at_50,recall_at_100,mrr,notes
2026-02-25 03:51:25,beverlyhillscop,bm25,,retrieval,8,title_full,article,anchor_sentence,raw,141,129,0.0213,0.0567,0.1277,0.1489,0.2128,0.5035,0.9574,0.0684,
2026-02-25 03:51:25,beverlyhillscop,bm25,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,8,title_full,article,anchor_sentence,raw,141,129,0.2128,0.2128,0.2128,0.2128,0.2128,0.2128,0.2128,0.2128,
2026-02-25 03:51:25,beverlyhillscop,bm25,,retrieval,9,title_full,article,anchor_sentence,raw,141,129,0.0142,0.0284,0.0426,0.078,0.2057,0.4965,0.8794,0.0556,
2026-02-25 03:51:25,beverlyhillscop,bm25,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,9,title_full,article,anchor_sentence,raw,141,129,0.1631,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.1844,
2026-02-25 03:51:25,beverlyhillscop,bm25,,retrieval,10,title_full,article,anchor_sentence,raw,141,129,0.1135,0.1277,0.156,0.1702,0.3972,0.7305,0.9149,0.1562,
2026-02-25 03:51:25,beverlyhillscop,bm25,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,10,title_full,article,anchor_sentence,raw,141,129,0.2199,0.2908,0.2908,0.3972,0.3972,0.3972,0.3972,0.2599,
2026-02-25 03:51:25,beverlyhillscop,bm25,,retrieval,11,title_full,article,anchor_sentence,raw,141,129,0.0213,0.0284,0.0355,0.1915,0.2979,0.5461,0.9078,0.0662,
2026-02-25 03:51:25,beverlyhillscop,bm25,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,11,title_full,article,anchor_sentence,raw,141,129,0.2482,0.2482,0.2979,0.2979,0.2979,0.2979,0.2979,0.2582,
2026-02-25 03:51:25,beverlyhillscop,bm25,,retrieval,12,title_full,article,anchor_sentence,raw,141,129,0.0284,0.0922,0.0922,0.1986,0.2979,0.5532,0.617,0.0815,
2026-02-25 03:51:25,beverlyhillscop,bm25,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,12,title_full,article,anchor_sentence,raw,141,129,0.1277,0.234,0.2411,0.2979,0.2979,0.2979,0.2979,0.1896,
2026-02-25 03:51:25,beverlyhillscop,bm25,,retrieval,13,title_full,article,anchor_sentence,raw,141,129,0.0142,0.0355,0.0355,0.0709,0.1844,0.4681,0.9362,0.0557,
2026-02-25 03:51:25,beverlyhillscop,bm25,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,13,title_full,article,anchor_sentence,raw,141,129,0.0709,0.1348,0.1348,0.1844,0.1844,0.1844,0.1844,0.109,
2026-02-25 03:51:25,beverlyhillscop,bm25,,retrieval,14,title_full,article,anchor_sentence,raw,141,129,0.0213,0.0355,0.0355,0.1418,0.3333,0.5887,0.8794,0.0674,
2026-02-25 03:51:25,beverlyhillscop,bm25,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,14,title_full,article,anchor_sentence,raw,141,129,0.1702,0.2766,0.2837,0.3333,0.3333,0.3333,0.3333,0.2331,
2026-02-25 03:51:25,beverlyhillscop,bm25,,retrieval,15,title_full,article,anchor_sentence,raw,141,129,0.0071,0.0213,0.0213,0.0496,0.1631,0.4894,0.8865,0.0395,
2026-02-25 03:51:25,beverlyhillscop,bm25,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,15,title_full,article,anchor_sentence,raw,141,129,0.0993,0.1631,0.1631,0.1631,0.1631,0.1631,0.1631,0.1206,
2026-02-25 03:51:25,beverlyhillscop,bm25,,retrieval,16,title_full,article,anchor_sentence,raw,141,129,0.0071,0.0284,0.0426,0.0709,0.1773,0.5106,0.8865,0.0433,
2026-02-25 03:51:25,beverlyhillscop,bm25,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,16,title_full,article,anchor_sentence,raw,141,129,0.1773,0.1773,0.1773,0.1773,0.1773,0.1773,0.1773,0.1773,
2026-02-25 03:51:25,beverlyhillscop,bm25,,retrieval,17,title_full,article,anchor_sentence,raw,141,129,0.0142,0.0355,0.0709,0.2199,0.3688,0.5106,0.9433,0.0699,
2026-02-25 03:51:25,beverlyhillscop,bm25,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,17,title_full,article,anchor_sentence,raw,141,129,0.2128,0.2624,0.3688,0.3688,0.3688,0.3688,0.3688,0.2506,
2026-02-25 03:51:25,beverlyhillscop,bm25,,retrieval,18,title_full,article,anchor_sentence,raw,141,129,0.0213,0.0284,0.0355,0.0638,0.1844,0.4539,0.9362,0.0551,
2026-02-25 03:51:25,beverlyhillscop,bm25,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,18,title_full,article,anchor_sentence,raw,141,129,0.0709,0.0709,0.0709,0.1844,0.1844,0.1844,0.1844,0.0898,
2026-02-25 03:51:25,beverlyhillscop,bm25,,retrieval,19,title_full,article,anchor_sentence,raw,141,129,0.0142,0.0213,0.0709,0.2057,0.2908,0.617,0.8511,0.0678,
2026-02-25 03:51:25,beverlyhillscop,bm25,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,19,title_full,article,anchor_sentence,raw,141,129,0.2411,0.2411,0.2411,0.2908,0.2908,0.2908,0.2908,0.2482,
2026-02-25 03:51:25,beverlyhillscop,bm25,,retrieval,20,title_full,article,anchor_sentence,raw,141,129,0.0213,0.0355,0.0709,0.0709,0.3262,0.5177,0.8511,0.0619,
2026-02-25 03:51:25,beverlyhillscop,bm25,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,20,title_full,article,anchor_sentence,raw,141,129,0.1135,0.3262,0.3262,0.3262,0.3262,0.3262,0.3262,0.2021,
2026-02-25 03:51:25,beverlyhillscop,bm25,,retrieval,21,title_full,article,anchor_sentence,raw,141,129,0.0142,0.0213,0.0284,0.0851,0.1489,0.4823,0.8085,0.0447,
2026-02-25 03:51:25,beverlyhillscop,bm25,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,21,title_full,article,anchor_sentence,raw,141,129,0.1489,0.1489,0.1489,0.1489,0.1489,0.1489,0.1489,0.1489,
2026-02-25 03:51:25,beverlyhillscop,bm25,,retrieval,22,title_full,article,anchor_sentence,raw,141,129,0.0638,0.2908,0.3475,0.4539,0.766,0.9078,0.9858,0.2155,
2026-02-25 03:51:25,beverlyhillscop,bm25,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,22,title_full,article,anchor_sentence,raw,141,129,0.2695,0.6099,0.6738,0.7447,0.766,0.766,0.766,0.4542,
2026-02-25 03:51:25,beverlyhillscop,bm25,,retrieval,23,title_full,article,anchor_sentence,raw,141,129,0.0638,0.2624,0.3475,0.461,0.7518,0.9007,0.9929,0.2115,
2026-02-25 03:51:25,beverlyhillscop,bm25,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,23,title_full,article,anchor_sentence,raw,141,129,0.2482,0.5603,0.617,0.7305,0.7518,0.7518,0.7518,0.422,
2026-02-25 03:51:25,beverlyhillscop,bm25,,retrieval,24,title_full,article,anchor_sentence,raw,141,129,0.0213,0.0284,0.0284,0.0355,0.3546,0.5106,0.8652,0.0562,
2026-02-25 03:51:25,beverlyhillscop,bm25,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,24,title_full,article,anchor_sentence,raw,141,129,0.0922,0.1986,0.2482,0.3546,0.3546,0.3546,0.3546,0.1528,
2026-02-25 03:51:25,beverlyhillscop,tfidf,,retrieval,1,title_full,article,anchor_sentence,raw,141,129,0.078,0.3262,0.4539,0.5745,0.7872,0.9716,1.0,0.2536,
2026-02-25 03:51:25,beverlyhillscop,tfidf,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,1,title_full,article,anchor_sentence,raw,141,129,0.234,0.5816,0.6312,0.7305,0.7872,0.7872,0.7872,0.4205,
2026-02-25 03:51:25,beverlyhillscop,tfidf,,retrieval,2,title_full,article,anchor_sentence,raw,141,129,0.2979,0.3901,0.4752,0.7305,0.8156,1.0,1.0,0.4054,
2026-02-25 03:51:25,beverlyhillscop,tfidf,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,2,title_full,article,anchor_sentence,raw,141,129,0.695,0.766,0.8085,0.8085,0.8156,0.8156,0.8156,0.7311,
2026-02-25 03:51:25,beverlyhillscop,tfidf,,retrieval,3,title_full,article,anchor_sentence,raw,141,129,0.0851,0.3262,0.4539,0.5816,0.8085,0.9645,1.0,0.2572,
2026-02-25 03:51:25,beverlyhillscop,tfidf,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,3,title_full,article,anchor_sentence,raw,141,129,0.1206,0.3759,0.3972,0.5319,0.8085,0.8085,0.8085,0.2711,
2026-02-25 03:51:25,beverlyhillscop,tfidf,,retrieval,4,title_full,article,anchor_sentence,raw,141,129,0.0851,0.3333,0.4397,0.6028,0.8298,0.9716,1.0,0.2616,
2026-02-25 03:51:25,beverlyhillscop,tfidf,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,4,title_full,article,anchor_sentence,raw,141,129,0.2908,0.6383,0.695,0.7872,0.8298,0.8298,0.8298,0.4752,
2026-02-25 03:51:25,beverlyhillscop,tfidf,,retrieval,5,title_full,article,anchor_sentence,raw,141,129,0.2837,0.461,0.5603,0.8511,0.9929,1.0,1.0,0.4311,
2026-02-25 03:51:25,beverlyhillscop,tfidf,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,5,title_full,article,anchor_sentence,raw,141,129,0.6312,0.8723,0.8723,0.9929,0.9929,0.9929,0.9929,0.7428,
2026-02-25 03:51:25,beverlyhillscop,tfidf,,retrieval,6,title_full,article,anchor_sentence,raw,141,129,0.4681,0.6383,0.7163,0.8298,0.8794,0.9929,1.0,0.5905,
2026-02-25 03:51:25,beverlyhillscop,tfidf,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,6,title_full,article,anchor_sentence,raw,141,129,0.8652,0.8652,0.8794,0.8794,0.8794,0.8794,0.8794,0.8684,
2026-02-25 03:51:25,beverlyhillscop,tfidf,,retrieval,7,title_full,article,anchor_sentence,raw,141,129,0.2766,0.4043,0.5674,0.7376,0.8227,0.9929,1.0,0.4027,
2026-02-25 03:51:25,beverlyhillscop,tfidf,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,7,title_full,article,anchor_sentence,raw,141,129,0.6241,0.766,0.8156,0.8156,0.8227,0.8227,0.8227,0.6975,
2026-02-25 03:51:25,beverlyhillscop,tfidf,,retrieval,8,title_full,article,anchor_sentence,raw,141,129,0.383,0.5532,0.5745,0.7234,0.8723,0.8936,1.0,0.493,
2026-02-25 03:51:25,beverlyhillscop,tfidf,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,8,title_full,article,anchor_sentence,raw,141,129,0.8085,0.8652,0.8652,0.8723,0.8723,0.8723,0.8723,0.8381,
2026-02-25 03:51:25,beverlyhillscop,tfidf,,retrieval,9,title_full,article,anchor_sentence,raw,141,129,0.2624,0.4043,0.4184,0.617,0.8156,0.9858,1.0,0.3854,
2026-02-25 03:51:25,beverlyhillscop,tfidf,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,9,title_full,article,anchor_sentence,raw,141,129,0.695,0.7092,0.773,0.8156,0.8156,0.8156,0.8156,0.7242,
2026-02-25 03:51:26,beverlyhillscop,tfidf,,retrieval,10,title_full,article,anchor_sentence,raw,141,129,0.305,0.4894,0.5248,0.7801,0.9362,1.0,1.0,0.447,
2026-02-25 03:51:26,beverlyhillscop,tfidf,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,10,title_full,article,anchor_sentence,raw,141,129,0.695,0.8156,0.8227,0.9362,0.9362,0.9362,0.9362,0.7645,
2026-02-25 03:51:26,beverlyhillscop,tfidf,,retrieval,11,title_full,article,anchor_sentence,raw,141,129,0.3759,0.5816,0.6312,0.7518,0.8794,1.0,1.0,0.5077,
2026-02-25 03:51:26,beverlyhillscop,tfidf,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,11,title_full,article,anchor_sentence,raw,141,129,0.8156,0.8156,0.8794,0.8794,0.8794,0.8794,0.8794,0.8309,
2026-02-25 03:51:26,beverlyhillscop,tfidf,,retrieval,12,title_full,article,anchor_sentence,raw,141,129,0.305,0.4255,0.6667,0.8227,0.8794,1.0,1.0,0.4461,
2026-02-25 03:51:26,beverlyhillscop,tfidf,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,12,title_full,article,anchor_sentence,raw,141,129,0.7021,0.8156,0.8156,0.8794,0.8794,0.8794,0.8794,0.7678,
2026-02-25 03:51:26,beverlyhillscop,tfidf,,retrieval,13,title_full,article,anchor_sentence,raw,141,129,0.305,0.4752,0.6312,0.7163,0.8723,0.9929,1.0,0.4433,
2026-02-25 03:51:26,beverlyhillscop,tfidf,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,13,title_full,article,anchor_sentence,raw,141,129,0.6312,0.8156,0.8156,0.8723,0.8723,0.8723,0.8723,0.7243,
2026-02-25 03:51:26,beverlyhillscop,tfidf,,retrieval,14,title_full,article,anchor_sentence,raw,141,129,0.2766,0.4113,0.5461,0.7589,0.8227,0.8794,1.0,0.4071,
2026-02-25 03:51:26,beverlyhillscop,tfidf,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,14,title_full,article,anchor_sentence,raw,141,129,0.6809,0.8156,0.8227,0.8227,0.8227,0.8227,0.8227,0.7426,
2026-02-25 03:51:26,beverlyhillscop,tfidf,,retrieval,15,title_full,article,anchor_sentence,raw,141,129,0.0426,0.1277,0.4326,0.7234,0.8227,0.8865,1.0,0.1977,
2026-02-25 03:51:26,beverlyhillscop,tfidf,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,15,title_full,article,anchor_sentence,raw,141,129,0.5957,0.7092,0.8156,0.8156,0.8227,0.8227,0.8227,0.6647,
2026-02-25 03:51:26,beverlyhillscop,tfidf,,retrieval,16,title_full,article,anchor_sentence,raw,141,129,0.3688,0.4823,0.539,0.695,0.7589,0.8794,0.9929,0.4704,
2026-02-25 03:51:26,beverlyhillscop,tfidf,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,16,title_full,article,anchor_sentence,raw,141,129,0.7376,0.7518,0.7518,0.7589,0.7589,0.7589,0.7589,0.7459,
2026-02-25 03:51:26,beverlyhillscop,tfidf,,retrieval,17,title_full,article,anchor_sentence,raw,141,129,0.3759,0.5603,0.6312,0.7163,0.8723,0.9929,1.0,0.5029,
2026-02-25 03:51:26,beverlyhillscop,tfidf,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,17,title_full,article,anchor_sentence,raw,141,129,0.8156,0.8652,0.8652,0.8652,0.8723,0.8723,0.8723,0.8327,
2026-02-25 03:51:26,beverlyhillscop,tfidf,,retrieval,18,title_full,article,anchor_sentence,raw,141,129,0.2766,0.5248,0.5887,0.6099,0.7376,0.8794,0.9929,0.4122,
2026-02-25 03:51:26,beverlyhillscop,tfidf,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,18,title_full,article,anchor_sentence,raw,141,129,0.4752,0.6809,0.7305,0.7376,0.7376,0.7376,0.7376,0.5798,
2026-02-25 03:51:26,beverlyhillscop,tfidf,,retrieval,19,title_full,article,anchor_sentence,raw,141,129,0.3404,0.5674,0.6383,0.7376,0.8227,1.0,1.0,0.4858,
2026-02-25 03:51:26,beverlyhillscop,tfidf,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,19,title_full,article,anchor_sentence,raw,141,129,0.7518,0.7589,0.7589,0.8227,0.8227,0.8227,0.8227,0.764,
2026-02-25 03:51:26,beverlyhillscop,tfidf,,retrieval,20,title_full,article,anchor_sentence,raw,141,129,0.2766,0.4043,0.4752,0.6241,0.8227,0.9858,1.0,0.395,
2026-02-25 03:51:26,beverlyhillscop,tfidf,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,20,title_full,article,anchor_sentence,raw,141,129,0.6312,0.7092,0.773,0.8227,0.8227,0.8227,0.8227,0.6898,
2026-02-25 03:51:26,beverlyhillscop,tfidf,,retrieval,21,title_full,article,anchor_sentence,raw,141,129,0.2908,0.4681,0.5887,0.6809,0.766,0.8865,1.0,0.4287,
2026-02-25 03:51:26,beverlyhillscop,tfidf,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,21,title_full,article,anchor_sentence,raw,141,129,0.6667,0.7589,0.7589,0.766,0.766,0.766,0.766,0.7136,
2026-02-25 03:51:26,beverlyhillscop,tfidf,,retrieval,22,title_full,article,anchor_sentence,raw,141,129,0.0851,0.3262,0.4326,0.5957,0.7801,0.9716,1.0,0.2586,
2026-02-25 03:51:26,beverlyhillscop,tfidf,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,22,title_full,article,anchor_sentence,raw,141,129,0.2766,0.617,0.6667,0.7305,0.7801,0.7801,0.7801,0.4565,
2026-02-25 03:51:26,beverlyhillscop,tfidf,,retrieval,23,title_full,article,anchor_sentence,raw,141,129,0.0993,0.3404,0.4326,0.5319,0.8156,0.9787,1.0,0.2664,
2026-02-25 03:51:26,beverlyhillscop,tfidf,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,23,title_full,article,anchor_sentence,raw,141,129,0.2553,0.5957,0.6241,0.766,0.8156,0.8156,0.8156,0.4381,
2026-02-25 03:51:26,beverlyhillscop,tfidf,,retrieval,24,title_full,article,anchor_sentence,raw,141,129,0.2979,0.461,0.6028,0.695,0.8156,0.9929,1.0,0.4217,
2026-02-25 03:51:26,beverlyhillscop,tfidf,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,24,title_full,article,anchor_sentence,raw,141,129,0.6241,0.7021,0.8085,0.8156,0.8156,0.8156,0.8156,0.6907,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,,retrieval,1,title_full,article,anchor_sentence,raw,141,129,0.3901,0.6099,0.7447,0.844,0.9433,1.0,1.0,0.5443,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,1,title_full,article,anchor_sentence,raw,141,129,0.2695,0.5816,0.6809,0.8085,0.9433,0.9433,0.9433,0.4604,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,,retrieval,2,title_full,article,anchor_sentence,raw,141,129,0.6312,0.695,0.8156,0.9645,0.9787,0.9858,1.0,0.7135,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,2,title_full,article,anchor_sentence,raw,141,129,0.6241,0.8085,0.8085,0.9787,0.9787,0.9787,0.9787,0.7273,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,,retrieval,3,title_full,article,anchor_sentence,raw,141,129,0.3617,0.6525,0.7589,0.8652,0.9716,1.0,1.0,0.5415,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,3,title_full,article,anchor_sentence,raw,141,129,0.1348,0.383,0.4752,0.6809,0.9716,0.9716,0.9716,0.3161,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,,retrieval,4,title_full,article,anchor_sentence,raw,141,129,0.4539,0.695,0.7801,0.9574,0.9787,1.0,1.0,0.6095,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,4,title_full,article,anchor_sentence,raw,141,129,0.3262,0.6667,0.7518,0.8936,0.9787,0.9787,0.9787,0.5205,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,,retrieval,5,title_full,article,anchor_sentence,raw,141,129,0.617,0.7305,0.7376,0.9645,0.9787,0.9858,1.0,0.6966,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,5,title_full,article,anchor_sentence,raw,141,129,0.617,0.8085,0.9149,0.9787,0.9787,0.9787,0.9787,0.7327,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,,retrieval,6,title_full,article,anchor_sentence,raw,141,129,0.6596,0.6809,0.7305,0.8156,0.9433,0.9929,1.0,0.704,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,6,title_full,article,anchor_sentence,raw,141,129,0.695,0.8298,0.9433,0.9433,0.9433,0.9433,0.9433,0.7831,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,,retrieval,7,title_full,article,anchor_sentence,raw,141,129,0.6525,0.6879,0.8156,0.922,0.9787,0.9787,1.0,0.7191,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,7,title_full,article,anchor_sentence,raw,141,129,0.617,0.8014,0.922,0.9787,0.9787,0.9787,0.9787,0.7149,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,,retrieval,8,title_full,article,anchor_sentence,raw,141,129,0.6596,0.7376,0.7518,0.8227,0.9858,0.9929,1.0,0.7171,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,8,title_full,article,anchor_sentence,raw,141,129,0.7305,0.8156,0.8794,0.9858,0.9858,0.9858,0.9858,0.8011,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,,retrieval,9,title_full,article,anchor_sentence,raw,141,129,0.6596,0.766,0.8156,0.9645,0.9787,0.9858,1.0,0.7307,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,9,title_full,article,anchor_sentence,raw,141,129,0.6809,0.695,0.8085,0.9787,0.9787,0.9787,0.9787,0.734,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,,retrieval,10,title_full,article,anchor_sentence,raw,141,129,0.6312,0.7376,0.8156,0.9716,0.9787,0.9858,1.0,0.7147,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,10,title_full,article,anchor_sentence,raw,141,129,0.6525,0.7376,0.8085,0.9716,0.9787,0.9787,0.9787,0.7369,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,,retrieval,11,title_full,article,anchor_sentence,raw,141,129,0.6312,0.6738,0.8085,0.8156,0.9362,0.9929,1.0,0.6895,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,11,title_full,article,anchor_sentence,raw,141,129,0.7589,0.766,0.8298,0.9362,0.9362,0.9362,0.9362,0.791,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,,retrieval,12,title_full,article,anchor_sentence,raw,141,129,0.6525,0.7376,0.7518,0.922,0.9787,0.9858,0.9929,0.719,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,12,title_full,article,anchor_sentence,raw,141,129,0.7376,0.8085,0.9149,0.9787,0.9787,0.9787,0.9787,0.8024,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,,retrieval,13,title_full,article,anchor_sentence,raw,141,129,0.6099,0.6312,0.7305,0.9078,0.9787,0.9787,1.0,0.669,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,13,title_full,article,anchor_sentence,raw,141,129,0.617,0.7589,0.8156,0.9787,0.9787,0.9787,0.9787,0.7005,
2026-02-25 03:51:26,beverlyhillscop,sentence-transformers/all-MiniLM-L6-v2,,retrieval,14,title_full,article,anchor_sentence,raw,141,129,0.6028,0.6667,0.6738,0.8014,0.8156,0.9787,0.9929,0.6552,
